show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2742,Movie,SETHUM AAYIRAM PON,Anand Ravichandran,"Nivedhithaa Sathish, Srilekha Rajendran, Avinash Raghudevan, Gabrella Sellus, Rathaa Krishnan P., Rajendran",India,"April 1, 2020",2020,TV-MA,103 min,"Dramas, Independent Movies, International Movies","meeting many year , makeup artist grandmother revisit tension old family feud still hang heavy ."
s2743,TV Show,Sunderland 'Til I Die,,,United Kingdom,"April 1, 2020",2020,TV-MA,2 Seasons,"British TV Shows, Docuseries, International TV Shows",docuseries follow english soccer club sunderland 2017-18 season try bounce back relegation premier league .
s2744,TV Show,The Iliza Shlesinger Sketch Show,,"Ilana Becker, Kerry Coddett, Tarik Davis, Matthew Dellapina, David Ebert, Stink Fisher, Iliana Inocencio, Iliza Shlesinger",United States,"April 1, 2020",2020,TV-MA,1 Season,TV Comedies,"mind comedian iliza shlesinger come fun , irreverent mix kooky character , sly social commentary pop culture gag ."
s2745,Movie,The Little Vampire,"Richard Claus, Karsten Kiilerich","Matthew Marsh, Rasmus Hardiker, Miriam Margolyes, Tim Pigott-Smith, Alice Krige, Amy Saville, Joseph Kloska, Diane Wilson, Phoebe Givron-Taylor, Jim Carter, Sven De Ridder","Netherlands, Germany, Denmark, United Kingdom","April 1, 2020",2017,TV-G,83 min,Children & Family Movies,american kid obsess undead befriends offer help young vampire whose family target merciless vampire hunter .
s2746,Movie,The Runaways,Floria Sigismondi,"Kristen Stewart, Dakota Fanning, Michael Shannon, Stella Maeve, Scout Taylor-Compton, Alia Shawkat, Riley Keough, Johnny Lewis, Tatum O'Neal, Brett Cullen, Hannah Marks",United States,"April 1, 2020",2010,R,107 min,"Dramas, Independent Movies, Music & Musicals","biopic chart rise rebellious california girl form 1970s rock group runaway , pave way future girl musician ."
s2747,TV Show,The Windsors,,"Harry Enfield, Haydn Gwynne, Hugh Skinner, Louise Ford, Richard Goulding, Matthew Cottle, Morgana Robinson, Celeste Dring, Katy Wix, Ellie White",United Kingdom,"April 1, 2020",2020,TV-MA,3 Seasons,"British TV Shows, International TV Shows, TV Comedies",all-too-public trial tribulation england 's royal family reimagined over-the-top comedic soap opera .
s2748,Movie,Ungli,Renzil D'Silva,"Emraan Hashmi, Randeep Hooda, Kangana Ranaut, Sanjay Dutt, Neha Dhupia, Angad Bedi, Neil Bhoopalam, Shraddha Kapoor",India,"April 1, 2020",2014,TV-14,114 min,"Comedies, Dramas, International Movies",undercover cop find strange position infiltrate `` gang '' pull wildly popular prank corrupt official mumbai .
s2749,TV Show,Well-Intended Love,,"Xu Kaicheng, Simona Wang, Ian Yi, Huang Qian Shuo, Yang Hao Ming, Liu Jia Xi",China,"April 1, 2020",2020,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies","secure bone marrow donation , actress diagnose leukemia make marriage pact young ceo - love secret get way ."
s2750,Movie,Wildling,Fritz Böhm,"Bel Powley, Brad Dourif, Liv Tyler, Collin Kelly-Sordelet, James Le Gros",United States,"April 1, 2020",2018,R,93 min,"Horror Movies, Independent Movies, Sci-Fi & Fantasy","confine attic year man claim protector , teenage anna liberate begin learn rest terrify story ."
s2751,Movie,A truthful Mother,Ravishankar Venkateswaran,"Revathi, Roger Narayanan, Sneha Ravishankar, Vidya Shankar, SR Leela",India,"March 31, 2020",2020,TV-Y7,85 min,Children & Family Movies,"face drought , hungry tiger noble cow extraordinary encounter fable base child 's book kannada folk song ."
s2752,TV Show,Akbar Birbal,,"Kiku Sharda, Vishal Kotian, Delnaaz Irani",India,"March 31, 2020",2019,TV-G,1 Season,"Kids' TV, TV Comedies, TV Dramas","battle wit fight justice , emperor akbar trusty advisor birbal display unique bond adventure mughal-era india ."
s2753,TV Show,Bal Ganesh,Vijay S. Bhanushali,"Meghna Erande Joshi, Parminder Ghumman",,"March 31, 2020",2019,TV-Y7,1 Season,Kids' TV,"watch ganesh destroy demon , disarm invader defeat dacoit series base mythological hindu elephant god 's childhood ."
s2754,Movie,Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,,,United States,"March 31, 2020",2020,TV-MA,85 min,Stand-Up Comedy,"dave chappelle award prestigious mark twain prize american humor star-studded ceremony kennedy center washington , d.c ."
s2755,Movie,Greater,David Hunt,"Neal McDonough, Leslie Easterbrook, Christopher Severio, Michael Parks, Nick Searcy, Peter Gray Lewis, Fredric Lehne, M.C. Gainey, Texas Battle, Josh Emerson",United States,"March 31, 2020",2016,PG,131 min,"Children & Family Movies, Dramas, Sports Movies",faith determination transform talentless football player university arkansas all-american inspiring true story .
s2756,Movie,Indian Horse,Stephen S. Campanelli,"Sladen Peltier, Forrest Goodluck, Ajuawak Kapashesit, Martin Donovan, Michael Murphy, Michiel Huisman, Edna Manitowabi, Michael Lawrenchuk, Will Strongheart, Tristen Marty-Pahtaykan, Vance Banzo",Canada,"March 31, 2020",2017,TV-MA,101 min,"Dramas, Independent Movies, Sports Movies","stripped heritage residential school , indigenous student find refuge rink discover passion hockey ."
s2757,Movie,Paharganj,Rakesh Ranjan Kumar,"Lorena Franco, Bijesh Jayarajan, Neet Chowdhary, Rajeev Gaursingh, Karran Jeet, Rajesh Sharma, Gautam Kurup, Poonam Mathur, Salman Khan, Manish Devkush",India,"March 31, 2020",2019,TV-MA,107 min,"Dramas, Independent Movies, International Movies","underbelly delhi neighborhood , woman 's search miss lover collides drug , death coach grapple demon ."
s2758,Movie,Pretty Little Stalker,Sam Irvin,"Nicky Whelan, Ashley Rickards, Parker Mack, Jesse Hutch, Sierra McCormick, Heather Morris, Jason Cermak, Kourtney Hansen, Jane Harber, Cory Hart, Kim DeJesus",United States,"March 31, 2020",2018,TV-14,84 min,Thrillers,"self-help writer 's advice go wrong , find crosshairs obsessive young woman thirst vengeance ."
s2759,Movie,Through My Father's Eyes: The Ronda Rousey Story,Gary Stretch,Ronda Rousey,"Canada, United States","March 31, 2020",2019,R,104 min,"Documentaries, Sports Movies",documentary chronicle former olympian ufc champion ronda rousey 's ascent iconic status world mixed martial art .
s2760,TV Show,Tree House Tales,,"Renu Sharda, Sonal Kaushal, Shiney Prakash, Sumriddhi Shukla",,"March 31, 2020",2019,TV-Y,1 Season,Kids' TV,"virtue politeness danger social medium , life full valuable lesson group friend navigate journey grow ."
s2761,Movie,Kannum Kannum Kollaiyadithaal,Desingh Periyasamy,"Dulquer Salmaan, Ritu Varma, Rakshan, Niranjani, Gautham Menon, Anish Kuruvilla",India,"March 29, 2020",2020,TV-14,160 min,"Comedies, Dramas, International Movies","carefree racing enthusiast 's womanize way end meet girl dream , newfound peace disrupt dangerous killer ."
s2762,TV Show,Rugal,,"Choi Jin-hyuk, Park Sung-woong, Cho Dong-hyuk, Jung Hye-in, Han Ji-wan, Park Sun-ho, Kim Min-sang",South Korea,"March 29, 2020",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",police detective lose everything criminal organization seek payback gain special ability biotechnology .
s2763,Movie,Rogue Warfare,Mike Gunther,"Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Chris Mulkey, Stephen Lang",United States,"March 28, 2020",2019,R,103 min,Action & Adventure,elite international squad uniquely skilled special force assemble combat rise underground terrorist threat middle east .
s2764,Movie,Dragons: Rescue Riders: Hunt for the Golden Dragon,"TJ Sullivan, Greg Rankin","Noah Kaye Bentley, Brennley Brown, Zach Callison, Nicolas Cantu, Skai Jackson, Marsai Martin, Andre Robinson, Carlos Alazraqui, Jeff Bennett, Grey Griffin, Mary Elizabeth McGlynn",United States,"March 27, 2020",2020,TV-Y,46 min,"Children & Family Movies, Comedies","'s treasure hunt lifetime rescue rider , must race find precious golden dragon egg protect evil pirate ."
s2765,TV Show,Happy!,,"Christopher Meloni, Lili Mirojnick, Glenn Wein, Patrick Fischler, Toby Jaffe, Ritchie Coster, Grant Morrison, Pavun Shetty, Medina Senghore, Patton Oswalt",United States,"March 27, 2020",2019,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Comedies",boozy ex-cop turn hit man think 's lose marble cartoon unicorn see urges rescue girl kidnap santa .
s2766,TV Show,Ladies Up,,"Prashasti Singh, Kaneez Surka, Niveditha Prakasam, Supriya Joshi",India,"March 27, 2020",2019,TV-MA,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","rise india-based comic prashasti singh , kaneez surka , supriya joshi niveditha prakasam bring no-holds-barred humor stand-up series ."
s2767,Movie,Maska,Neeraj Udhwani,"Manisha Koirala, Prit Kamani, Shirley Setia, Nikita Dutta, Javed Jaffrey, Dhruv Lohumi",India,"March 27, 2020",2020,TV-MA,112 min,"Comedies, Dramas, International Movies","determine make showbiz , aspire young actor considers turn back beloved irani cafe run family generation ."
s2768,TV Show,Ozark,,"Jason Bateman, Sofia Hublitz, Laura Linney, Skylar Gaertner, Jason Butler Harner, Esai Morales, Peter Mullan, Lisa Emery",United States,"March 27, 2020",2020,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers","financial adviser drag family chicago missouri ozarks , must launder $ 500 million five year appease drug bos ."
s2769,Movie,The Decline,Patrice Laliberté,"Guillaume Laurin, Marie-Evelyne Lessard, Réal Bossé, Marc-André Grondin, Marc Beaupré, Marilyn Castonguay, Guillaume Cyr, Isabelle Giroux, Juliette Maxyme Proulx",Canada,"March 27, 2020",2020,TV-MA,83 min,"Action & Adventure, International Movies",accident remote training camp leave group survivalist bitterly divide -- catch brutal fight life .
s2770,Movie,There's Something in the Water,"Ellen Page, Ian Daniel",Ellen Page,Canada,"March 27, 2020",2019,TV-14,72 min,"Documentaries, International Movies",documentary spotlight struggle minority community nova scotia fight official lethal effect industrial waste .
s2771,Movie,True: Wuzzle Wegg Day,"Todd Kauffman, Mark Thornton","Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux",Canada,"March 27, 2020",2020,TV-Y,24 min,Children & Family Movies,"spring spring rainbow city , wuzzle wegg day right around corner ! bartleby 's convince wegg-stealing monster loose ."
s2772,Movie,Uncorked,Prentice Penny,"Mamoudou Athie, Courtney B. Vance, Niecy Nash, Sasha Compère, Bernard D. Jones, Gil Ozeri, Matt McGorry, Meera Rohit Kumbhani",United States,"March 27, 2020",2020,TV-MA,104 min,"Dramas, Independent Movies",young man feel tear dream become master sommelier father 's expectation 'll take family barbecue business .
s2773,TV Show,Wassup Man GO!,,Joon Park,,"March 27, 2020",2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Reality TV","famously unfiltered star joon park go los angeles audition - colorful , totally personal romp city call home ."
s2774,Movie,Willy and the Guardians of the Lake: Tales from the Lakeside Winter Adventure,Zsolt Pálfi,"Csongor Szalay, Anna Kubik, Sári Vida, András Faragó, Róbert Bolla",Hungary,"March 27, 2020",2019,TV-Y,72 min,Children & Family Movies,"winter approach lake , common threat rattle verdies grimps willy whistle look seize chance become guardian ."
s2775,TV Show,7SEEDS,,"Nao Toyama, Jun Fukuyama, Katsuyuki Konishi, Yoko Soumi, Kana Asumi, Akira Ishida, Aoi Yuki, Kazuhiko Inoue, Yoko Hikasa, Hirofumi Nojima, Ryotaro Okiayu, Eri Kitamura, Mamiko Noto, Ryo Hirohashi, Shizuka Ito, Hisao Egawa, Mayumi Asano, Kenta Miyake, Ai Kakuma, Kaito Ishikawa, Mikako Komatsu, Daisuke Sakaguchi, Takanori Hoshino, Kenjiro Tsuda, Nozomu Sasaki, Kenji Nojima, Houko Kuwashima, Kensho Ono, Takahiro Sakurai, Haruka Chisuga, Yu Shimamura, Takuma Terashima, Takuya Sato, Junko Minagawa, Masashi Sugawara, Sho Hayami, Kazuyuki Okitsu, Minako Kotobuki",,"March 26, 2020",2020,TV-MA,2 Seasons,"Anime Series, International TV Shows","shy natsu awakens part group chosen ensure survival humanity . together , survive change earth ."
s2776,Movie,Happy Old Year,Nawapol Thamrongrattanarit,"Chutimon Chuengcharoensukying, Sunny Suwanmethanont, Sarika Sartsilpsupa, Thirawat Ngosawang, Apasiri Nitibhon, Patcha Kitchaicharoen",Thailand,"March 26, 2020",2019,TV-MA,113 min,"Dramas, International Movies, Romantic Movies","decluttering home , woman 's hefty house renovation lead back past uncover ex-boyfriend 's belonging ."
s2777,Movie,Making Unorthodox,Marlene Melchior,,Germany,"March 26, 2020",2020,TV-G,21 min,"Documentaries, International Movies",look making one first series authentically portray explore issue hasidic community pertain woman 's life .
s2778,TV Show,Unorthodox,,"Shira Haas, Amit Rahav, Jeff Wilbusch, Alex Reid, Ronit Asheri, Delia Mayer, Dina Doronne, David Mandelbaum, Yousef Sweid, Dennenesch Zoudé, Isabel Schosnig, Aaron Altaras, Tamar Amit-Joseph, Safinaz Sattar, Langston Uibel, Aziz Dyab",Germany,"March 26, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Dramas",hasidic jewish woman brooklyn flees berlin arrange marriage take group musician -- past come call .
s2779,Movie,Bethany Hamilton: Unstoppable,Aaron Lieber,Bethany Hamilton,United States,"March 25, 2020",2019,PG,100 min,"Children & Family Movies, Documentaries, Sports Movies",documentary follow rise tide bethany hamilton lose arm teen make wave pro surfing personal life .
s2780,Movie,Crip Camp: A Disability Revolution,,,United States,"March 25, 2020",2020,R,108 min,Documentaries,"groundbreaking summer camp galvanize group teen disability help build movement , forge new path toward great equality ."
s2781,Movie,Curtiz,Tamas Yvan Topolanszky,"Ferenc Lengyel, Evelin Dobos, Declan Hannigan, Scott Alexander Young, József Gyabronka, Nikolett Barabas, Yan Feldman, Rafael Feldman, Christopher Krieg, Andrew Hefler, Lili Bordán",Hungary,"March 25, 2020",2018,TV-MA,99 min,"Dramas, International Movies","driven arrogant , film director michael curtiz deal studio politics family drama troubled production `` casablanca '' 1942 ."
s2782,Movie,The Occupant,"Àlex Pastor, David Pastor","Javier Gutiérrez, Mario Casas, Bruna Cusí, Ruth Díaz",Spain,"March 25, 2020",2020,TV-MA,104 min,"Independent Movies, International Movies, Thrillers",unemployed advertising executive begin stalk new tenant former home motif toward family turn sinister .
s2783,Movie,Tom Segura: Ball Hog,Rami Hachache,Tom Segura,United States,"March 24, 2020",2020,TV-MA,70 min,Stand-Up Comedy,"tom segura score laugh uncomfortably candid story mother , father , follow dream -- thing 'd rather think ."
s2784,TV Show,Freud,,"Robert Finster, Ella Rumpf, Georg Friedrich, Christoph Krutzler, Brigitte Kren, Anja Kling, Philipp Hochmair","Austria, Germany","March 23, 2020",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","eager make name 19th-century vienna , hungry young sigmund freud join psychic inspector solve string bloody mystery ."
s2785,TV Show,J-Style Trip,,"Jay Chou, Jam Hsiao, JJ Lin, Will Tsai, Chen Chien-chou, Funky Tu, Norman Chen","Taiwan, China","March 22, 2020",2020,TV-14,1 Season,"International TV Shows, Reality TV",megastar jay chou join a-list friend globe-trotting variety show pack music magic trick .
s2786,TV Show,Barbie Dreamhouse Adventures: Go Team Roberts,,"America Young, Kirsten Day, Cassandra Morris, Cassidy Naber, Emma Galvin, Stephanie Sheh, Desirae Whitfield, Cristina Milizia, Lisa Fuson, Greg Chun, Ritesh Rajan, Eamon Brennan",,"March 21, 2020",2020,TV-Y,2 Seasons,Kids' TV,"robert family head costa rica investigate mermaid legend , barbie take summer job water park run devious bos ."
s2787,Movie,A Life of Speed: The Juan Manuel Fangio Story,Francisco Macri,,Argentina,"March 20, 2020",2020,TV-14,93 min,"Documentaries, International Movies, Sports Movies","juan manuel fangio formula one king , win five world championship early 1950s -- protective gear safety feature use ."
s2788,TV Show,Archibald's Next Big Thing,,"Tony Hale, Rosamund Pike, Jordan Fisher, Chelsea Kane, Adam Pally, Kari Wahlgren",,"March 20, 2020",2020,TV-Y7,2 Seasons,"Kids' TV, TV Comedies","happy-go-lucky chicken archibald may remember chore , never forget fun . , life 's adventure !"
s2789,TV Show,Dino Girl Gauko,,"Naoko Matsui, Hiroshi Kamiya, Kazue Ikura, Chafurin, Chie Kojiro, Mari Mashiba, Ryoko Shiraishi, Hidekatsu Shibata, Tadashi Miyazawa, Sonosuke Hattori, Karen, Yui Toita, Izu Konishi, Eri Ozaki, Risa Nakamura, Tomoyo Chujo, Takuro Hijioka, Sawako Yoshida, Chika Okubo, Yuri Fujiwara, Tomomi Yamakawa, Hikaru Yuki, Miyako Kobayashi, Mutsuki Arisawa, Koharu Nogata, Tomoka Kuzutani, Madoka Yokoyama, Madoka Hiraide, Ayako Takamura, Yuki Arimoto, Yuto Kazama, Arisa Takami, Chika Sakamoto","United States, Japan","March 20, 2020",2020,TV-Y7,2 Seasons,"Anime Series, Kids' TV","get angry , middle schooler naoko turn fierce dinosaur gauko ! thanks friend , alien , life full wacky incident ."
